asset_ip,score,cvss,epss,vpr_score,asset_criticality,asset_exposure,vuln_state,first_seen,last_seen,severity_label,cisa,siem,is_cve_trend,reference_date
198.51.100.109,"31,70",9.8,"0,81",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,True,,False,2026-05-01 00:00:00
198.51.100.109,"31,70",9.8,"0,82",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,True,,True,2026-05-01 00:00:00
198.51.100.109,"31,80",9.8,"0,84",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,True,,False,2026-05-01 00:00:00
198.51.100.109,"32,00",9.8,"0,89",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,True,,False,2026-05-01 00:00:00
198.51.100.109,"32,10",9.8,"0,90",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,True,,False,2026-05-01 00:00:00
198.51.100.109,"32,20",9.8,"0,93",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,True,,False,2026-05-01 00:00:00
192.0.2.31,"10,00",3.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
192.0.2.31,"11,60",4.3,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"11,80",4.4,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"11,80",4.4,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"12,80",4.9,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"13,00",5.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"13,20",5.1,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"13,40",5.2,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,True,2026-05-01 00:00:00
192.0.2.31,"14,00",5.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"14,00",5.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"14,00",5.5,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"15,60",6.3,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,True,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,00",6.5,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"16,60",6.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.31,"17,00",7.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"17,60",7.3,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"17,60",7.3,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"17,80",7.4,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"18,60",7.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"19,00",8.0,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"19,20",8.1,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"19,40",8.2,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"19,80",8.4,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,True,2026-05-01 00:00:00
192.0.2.31,"20,10",8.5,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"20,20",8.6,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"20,60",8.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"20,60",8.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"20,60",8.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"20,60",8.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,True,2026-05-01 00:00:00
192.0.2.31,"20,60",8.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"20,60",8.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"20,60",8.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"20,60",8.8,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"20,60",8.8,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.31,"22,60",9.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.31,"22,60",9.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.31,"22,60",9.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.31,"22,60",9.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.31,"30,20",8.6,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
192.0.2.31,"30,30",8.8,"0,94",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,True,,True,2026-05-01 00:00:00
198.51.100.82,"13,00",5.0,"0,00",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.82,"14,00",5.5,"0,01",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.82,"17,20",7.1,"0,00",,0,3,Maintained,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"17,60",7.3,"0,00",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"18,60",7.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"18,60",7.8,"0,00",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"18,60",7.8,"0,00",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"19,80",8.4,"0,00",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"20,60",8.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"20,60",8.8,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"20,60",8.8,"0,00",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"20,80",8.8,"0,04",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.82,"21,00",6.2,"0,12",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Média,True,,False,2026-05-01 00:00:00
198.51.100.82,"22,60",9.8,"0,01",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.82,"23,80",7.8,"0,05",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
198.51.100.82,"23,90",7.8,"0,06",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
198.51.100.82,"23,90",7.8,"0,07",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,True,2026-05-01 00:00:00
198.51.100.82,"24,60",7.8,"0,20",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
198.51.100.82,"25,70",8.8,"0,03",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,True,2026-05-01 00:00:00
198.51.100.82,"27,00",8.8,"0,28",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
192.0.2.47,"13,00",5.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.47,"18,60",7.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.120,"3,00",,"0,00",,0,3,Informational,2026-05-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
192.0.2.120,"9,20",3.1,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
192.0.2.120,"16,00",6.5,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.3,"13,00",5.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.3,"17,20",7.1,"0,00",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.3,"18,60",7.8,"0,00",,0,3,Fixed,2026-04-01 00:00:00,2026-04-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.3,"18,60",7.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.3,"19,80",8.4,"0,00",,0,3,Fixed,2026-04-01 00:00:00,2026-04-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.33,"11,60",4.3,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.33,"13,00",5.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.33,"16,00",6.5,"0,00",,0,3,Maintained,2026-05-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.33,"18,60",7.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.33,"20,60",8.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.33,"22,60",9.8,"0,00",,0,3,Maintained,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.33,"22,60",9.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.88,"5,00",1.0,"0,00",,0,3,Fixed,2026-04-01 00:00:00,2026-04-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
198.51.100.88,"18,60",7.8,"0,00",,0,3,Fixed,2026-04-01 00:00:00,2026-04-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.88,"22,60",9.8,"0,00",,0,3,Fixed,2026-04-01 00:00:00,2026-04-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.74,"9,60",3.3,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
198.51.100.74,"13,00",5.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,True,2026-05-01 00:00:00
198.51.100.74,"17,60",7.3,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,True,2026-05-01 00:00:00
198.51.100.74,"17,60",7.3,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.74,"18,00",7.5,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.74,"18,00",7.5,"0,00",,0,3,Fixed,2025-12-01 00:00:00,2026-04-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.74,"18,00",7.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.74,"18,60",7.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.74,"18,60",7.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.74,"19,00",8.0,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.74,"19,20",5.5,"0,03",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,True,,False,2026-05-01 00:00:00
198.51.100.74,"20,60",8.8,"0,00",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.74,"20,60",8.8,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.74,"21,00",6.2,"0,12",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Média,True,,False,2026-05-01 00:00:00
198.51.100.74,"22,60",9.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.74,"22,60",9.8,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.74,"22,60",9.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.74,"22,60",9.8,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.74,"23,00",10.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.74,"23,80",7.8,"0,05",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
198.51.100.74,"24,60",7.8,"0,20",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
198.51.100.74,"25,70",8.8,"0,03",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
198.51.100.74,"25,80",8.8,"0,03",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
198.51.100.74,"27,00",8.8,"0,28",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
198.51.100.74,"27,60",9.8,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Crítica,True,,False,2026-05-01 00:00:00
192.0.2.125,"13,00",5.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.125,"18,60",7.8,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.125,"19,80",8.4,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.125,"20,20",8.6,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.125,"20,60",8.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.125,"20,60",8.8,"0,00",,0,3,Fixed,2026-03-01 00:00:00,2026-04-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.125,"20,60",8.8,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.125,"22,60",9.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.125,"30,20",8.6,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
192.0.2.125,"30,30",8.8,"0,94",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
198.51.100.44,"11,60",4.3,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.44,"11,80",4.4,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.44,"13,00",5.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.44,"13,20",5.1,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.44,"14,80",5.9,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.44,"16,00",6.5,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.44,"16,40",6.7,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.44,"16,40",6.7,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.44,"18,60",7.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.44,"19,80",8.4,"0,00",,0,3,Fixed,2026-04-01 00:00:00,2026-04-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.44,"20,60",8.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
198.51.100.44,"22,20",9.6,"0,00",,0,3,Fixed,2026-04-01 00:00:00,2026-04-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
198.51.100.44,"22,60",9.8,"0,00",,0,3,Fixed,2026-04-01 00:00:00,2026-04-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
